quarter_id,quarter,product_type,state,product_id,total_orders,item_name,mrp,unit_price,discount,total_sales,total_volume,channel_type,discount_pct,avg_order_volume
5.0,Q4-20,1 Seater Sofas,Kerala,2031587,2,DianeSuedeVelvetWingChair,31399,23299,8100,256289.0,11.0,online,25.8,5.5
5.0,Q4-20,1 Seater Sofas,Kerala,1871366,2,MatrixErgonomicChairinBlackColour,15829,11999,3830,203983.0,17.0,online,24.2,8.5
5.0,Q4-20,1 Seater Sofas,Kerala,1967345,2,TheBegumWingChairinBrownCoalColour,27995,20995,7000,146965.0,7.0,online,25.0,3.5
5.0,Q4-20,1 Seater Sofas,Kerala,1889387,1,PanasWingChairInVividOrangeColour,39375,19999,19376,179991.0,9.0,online,49.21,9.0
5.0,Q4-20,1 Seater Sofas,Kerala,1857131,4,YoshiErgonomicChairInBlackColour,15999,12749,3250,280478.0,22.0,online,20.31,5.5
5.0,Q4-20,1 Seater Sofas,Kerala,1512679,2,CeceliaWingChairinRedColour,23699,17399,6300,208788.0,12.0,online,26.58,6.0
5.0,Q4-20,1 Seater Sofas,Madhya Pradesh,1967345,1,TheBegumWingChairinBrownCoalColour,27995,20995,7000,62985.0,3.0,online,25.0,3.0
5.0,Q4-20,1 Seater Sofas,Madhya Pradesh,1866839,1,JazzErgonomicChairinBlackColour,18999,11519,7480,69114.0,6.0,online,39.37,6.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,1512681,1,CeceliaWingChairinLimeGreenColour,23699,17399,6300,52197.0,3.0,online,26.58,3.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,1512679,2,CeceliaWingChairinRedColour,23699,17399,6300,139192.0,8.0,online,26.58,4.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,1889388,1,PanasWingChairInBoldYellowColour,35796,19999,15797,79996.0,4.0,online,44.13,4.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,2031587,1,DianeSuedeVelvetWingChair,31399,23299,8100,69897.0,3.0,online,25.8,3.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,2031564,2,DianeWingChairinBrownColour,31399,23299,8100,326186.0,14.0,online,25.8,7.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,1889385,1,PanasWingChairInSeaGreenColour,39773,19999,19774,79996.0,4.0,online,49.72,4.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,1470942,1,CeceliaWingChairinPurpleColour,23699,17399,6300,69596.0,4.0,online,26.58,4.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,1889387,2,PanasWingChairInVividOrangeColour,39375,19999,19376,179991.0,9.0,online,49.21,4.5
5.0,Q4-20,1 Seater Sofas,Maharashtra,1809032,1,LapeErgonomicChairinBrownColour,22999,13483,9516,40449.0,3.0,online,41.38,3.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,1951090,1,TheBegumWingChairinFloralSwirlsDesign,27995,20995,7000,125970.0,6.0,online,25.0,6.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,2016768,1,ZodiacProHighBackErgonomicChairinTealWhite,23990,12990,11000,116910.0,9.0,online,45.85,9.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,1889384,3,PanasWingChairInRoyalBlueColour,39375,19999,19376,339983.0,17.0,online,49.21,5.67
5.0,Q4-20,1 Seater Sofas,Maharashtra,1866839,2,JazzErgonomicChairinBlackColour,18999,11519,7480,69114.0,6.0,online,39.37,3.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,1958598,4,ZodiacProHighBackErgonomicChairinWhite&GreyColour,23618,12990,10628,402690.0,31.0,online,45.0,7.75
5.0,Q4-20,1 Seater Sofas,Maharashtra,1951852,1,KimptonWingRoomChairinRedColour,28500,17699,10801,53097.0,3.0,online,37.9,3.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,1871366,2,MatrixErgonomicChairinBlackColour,15829,11999,3830,155987.0,13.0,online,24.2,6.5
5.0,Q4-20,1 Seater Sofas,Maharashtra,1846854,1,WinchesterWingChairinBrownColour,35178,21299,13879,212990.0,10.0,online,39.45,10.0
5.0,Q4-20,1 Seater Sofas,Maharashtra,1967345,2,TheBegumWingChairinBrownCoalColour,27995,20995,7000,209950.0,10.0,online,25.0,5.0
5.0,Q4-20,1 Seater Sofas,Orissa,2016768,1,ZodiacProHighBackErgonomicChairinTealWhite,23990,12990,11000,116910.0,9.0,online,45.85,9.0
5.0,Q4-20,1 Seater Sofas,Orissa,2036937,2,RegentWingChairinVelvetTealBlueColour,36175,23999,12176,335986.0,14.0,online,33.66,7.0
5.0,Q4-20,1 Seater Sofas,Orissa,1889388,1,PanasWingChairInBoldYellowColour,35796,19999,15797,179991.0,9.0,online,44.13,9.0
5.0,Q4-20,1 Seater Sofas,Punjab,1846854,1,WinchesterWingChairinBrownColour,35178,21299,13879,106495.0,5.0,online,39.45,5.0
5.0,Q4-20,1 Seater Sofas,Punjab,1866839,1,JazzErgonomicChairinBlackColour,18999,11519,7480,92152.0,8.0,online,39.37,8.0
5.0,Q4-20,1 Seater Sofas,Punjab,1951852,1,KimptonWingRoomChairinRedColour,28500,17699,10801,141592.0,8.0,online,37.9,8.0
5.0,Q4-20,1 Seater Sofas,Punjab,2030560,1,BradleyWingChairsinSeaGreenColour,26500,15199,11301,75995.0,5.0,online,42.65,5.0
5.0,Q4-20,1 Seater Sofas,Rajasthan,1951090,1,TheBegumWingChairinFloralSwirlsDesign,27995,20995,7000,62985.0,3.0,online,25.0,3.0
5.0,Q4-20,1 Seater Sofas,Rajasthan,1967345,1,TheBegumWingChairinBrownCoalColour,27995,20995,7000,125970.0,6.0,online,25.0,6.0
5.0,Q4-20,1 Seater Sofas,Rajasthan,1958598,2,ZodiacProHighBackErgonomicChairinWhite&GreyColour,23618,12990,10628,155880.0,12.0,online,45.0,6.0
5.0,Q4-20,1 Seater Sofas,Rajasthan,1470942,1,CeceliaWingChairinPurpleColour,23699,17399,6300,121793.0,7.0,online,26.58,7.0
5.0,Q4-20,1 Seater Sofas,Rajasthan,1889385,1,PanasWingChairInSeaGreenColour,39773,19999,19774,159992.0,8.0,online,49.72,8.0
5.0,Q4-20,1 Seater Sofas,Rajasthan,2030560,1,BradleyWingChairsinSeaGreenColour,26500,15199,11301,151990.0,10.0,online,42.65,10.0
5.0,Q4-20,1 Seater Sofas,Rajasthan,2031564,1,DianeWingChairinBrownColour,31399,23299,8100,232990.0,10.0,online,25.8,10.0
5.0,Q4-20,1 Seater Sofas,Sikkim,1951852,1,KimptonWingRoomChairinRedColour,28500,17699,10801,35398.0,2.0,online,37.9,2.0
5.0,Q4-20,1 Seater Sofas,Sikkim,1889384,1,PanasWingChairInRoyalBlueColour,39375,19999,19376,99995.0,5.0,online,49.21,5.0
5.0,Q4-20,1 Seater Sofas,Tamil Nadu,1958598,1,ZodiacProHighBackErgonomicChairinWhite&GreyColour,23618,12990,10628,12990.0,1.0,online,45.0,1.0
5.0,Q4-20,1 Seater Sofas,Tamil Nadu,2016768,2,ZodiacProHighBackErgonomicChairinTealWhite,23990,12990,11000,168870.0,13.0,online,45.85,6.5
5.0,Q4-20,1 Seater Sofas,Tamil Nadu,1889384,2,PanasWingChairInRoyalBlueColour,39375,19999,19376,79996.0,4.0,online,49.21,2.0
5.0,Q4-20,1 Seater Sofas,Tamil Nadu,1470942,2,CeceliaWingChairinPurpleColour,23699,17399,6300,313182.0,18.0,online,26.58,9.0
5.0,Q4-20,1 Seater Sofas,Tamil Nadu,1951090,3,TheBegumWingChairinFloralSwirlsDesign,27995,20995,7000,272935.0,13.0,online,25.0,4.33
5.0,Q4-20,1 Seater Sofas,Tamil Nadu,1846854,1,WinchesterWingChairinBrownColour,35178,21299,13879,21299.0,1.0,online,39.45,1.0
5.0,Q4-20,1 Seater Sofas,Tamil Nadu,1857131,1,YoshiErgonomicChairInBlackColour,15999,12749,3250,25498.0,2.0,online,20.31,2.0
5.0,Q4-20,1 Seater Sofas,Tamil Nadu,1512681,1,CeceliaWingChairinLimeGreenColour,23699,17399,6300,121793.0,7.0,online,26.58,7.0
5.0,Q4-20,1 Seater Sofas,Uttar Pradesh,1951090,1,TheBegumWingChairinFloralSwirlsDesign,27995,20995,7000,209950.0,10.0,online,25.0,10.0
5.0,Q4-20,1 Seater Sofas,Uttar Pradesh,1753411,2,KimptonWingChairInMulticolour,28500,17699,10801,141592.0,8.0,online,37.9,4.0
5.0,Q4-20,1 Seater Sofas,Uttar Pradesh,1889387,1,PanasWingChairInVividOrangeColour,39375,19999,19376,199990.0,10.0,online,49.21,10.0
5.0,Q4-20,1 Seater Sofas,Uttar Pradesh,1958598,2,ZodiacProHighBackErgonomicChairinWhite&GreyColour,23618,12990,10628,220830.0,17.0,online,45.0,8.5
5.0,Q4-20,1 Seater Sofas,Uttar Pradesh,1470942,3,CeceliaWingChairinPurpleColour,23699,17399,6300,243586.0,14.0,online,26.58,4.67
5.0,Q4-20,1 Seater Sofas,Uttar Pradesh,1809032,2,LapeErgonomicChairinBrownColour,22999,13483,9516,161796.0,12.0,online,41.38,6.0
5.0,Q4-20,1 Seater Sofas,Uttar Pradesh,2016768,1,ZodiacProHighBackErgonomicChairinTealWhite,23990,12990,11000,38970.0,3.0,online,45.85,3.0
5.0,Q4-20,1 Seater Sofas,Uttar Pradesh,1951852,1,KimptonWingRoomChairinRedColour,28500,17699,10801,159291.0,9.0,online,37.9,9.0
5.0,Q4-20,1 Seater Sofas,Uttar Pradesh,2036937,1,RegentWingChairinVelvetTealBlueColour,36175,23999,12176,167993.0,7.0,online,33.66,7.0
5.0,Q4-20,1 Seater Sofas,Uttar Pradesh,1857131,1,YoshiErgonomicChairInBlackColour,15999,12749,3250,127490.0,10.0,online,20.31,10.0
5.0,Q4-20,1 Seater Sofas,Uttar Pradesh,1889385,1,PanasWingChairInSeaGreenColour,39773,19999,19774,59997.0,3.0,online,49.72,3.0
5.0,Q4-20,1 Seater Sofas,West Bengal,1889387,1,PanasWingChairInVividOrangeColour,39375,19999,19376,39998.0,2.0,online,49.21,2.0
5.0,Q4-20,1 Seater Sofas,West Bengal,1958598,1,ZodiacProHighBackErgonomicChairinWhite&GreyColour,23618,12990,10628,51960.0,4.0,online,45.0,4.0
5.0,Q4-20,1 Seater Sofas,West Bengal,1866839,1,JazzErgonomicChairinBlackColour,18999,11519,7480,103671.0,9.0,online,39.37,9.0
5.0,Q4-20,1 Seater Sofas,West Bengal,1889384,1,PanasWingChairInRoyalBlueColour,39375,19999,19376,199990.0,10.0,online,49.21,10.0
5.0,Q4-20,1 Seater Sofas,West Bengal,1951090,1,TheBegumWingChairinFloralSwirlsDesign,27995,20995,7000,41990.0,2.0,online,25.0,2.0
5.0,Q4-20,1 Seater Sofas,West Bengal,2036937,1,RegentWingChairinVelvetTealBlueColour,36175,23999,12176,215991.0,9.0,online,33.66,9.0
5.0,Q4-20,1 Seater Sofas,West Bengal,1889385,1,PanasWingChairInSeaGreenColour,39773,19999,19774,79996.0,4.0,online,49.72,4.0
5.0,Q4-20,1 Seater Sofas,West Bengal,1753411,3,KimptonWingChairInMulticolour,28500,17699,10801,265485.0,15.0,online,37.9,5.0
5.0,Q4-20,1 Seater Sofas,West Bengal,2030560,2,BradleyWingChairsinSeaGreenColour,26500,15199,11301,212786.0,14.0,online,42.65,7.0
5.0,Q4-20,1 Seater Sofas,West Bengal,2031564,1,DianeWingChairinBrownColour,31399,23299,8100,46598.0,2.0,online,25.8,2.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1896065,1,Fidel3SeaterVelvetSofaInTealBlueColour,55499,38999,16500,233994.0,6.0,online,29.73,6.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1745571,1,Alba3SeaterSofaInGarnetRedColour,39999,29099,10900,261891.0,9.0,online,27.25,9.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1984203,1,OpulenceWingChairWithOttomanInVelvetGreyColour,68998,25200,43798,75600.0,3.0,online,63.48,3.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1973660,1,RintWingChairWithFootstoolinGarnetRedColour,47599,34899,12700,174495.0,5.0,online,26.68,5.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1668415,1,Mia3SeaterSofainBlueColour,54499,38999,15500,389990.0,10.0,online,28.44,10.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1747315,1,MariaWingChairInMulticolour,41599,29699,11900,59398.0,2.0,online,28.61,2.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1958756,1,Merida3SeaterVelvetSofaInDarkOliveColour,56499,39999,16500,359991.0,9.0,online,29.2,9.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1444987,1,CalistoWingChairinBlueStripesColour,35299,25299,10000,75897.0,3.0,online,28.33,3.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1857248,2,ZoeyWingChairinOliveGreenColour,42399,30599,11800,458985.0,15.0,online,27.83,7.5
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1970620,1,BrassVintageTableClock,39119,28699,10420,286990.0,10.0,online,26.64,10.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1980264,1,OpulenceWingChairWithOttomanInMultiColour,68998,32130,36868,32130.0,1.0,online,53.43,1.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1977278,1,AbderoWingChairWithStoolInCrimsonRedColour,36399,26399,10000,105596.0,4.0,online,27.47,4.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1949355,1,AthensWingChairinTeelBlueColour,36999,32999,4000,329990.0,10.0,online,10.81,10.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,2030362,1,Niki6SeaterCornerSofaInCoffeeBrownColour,84477,37899,46578,378990.0,10.0,online,55.14,10.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1956794,1,Eugene3SeaterSofaInBeigeColour,55099,38599,16500,385990.0,10.0,online,29.95,10.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1903082,2,AlvarezWingChairinVelvetTealBlueColour,39899,28999,10900,521982.0,18.0,online,27.32,9.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1896068,2,Fidel3SeaterSofaInCamelYellowColour,55499,38999,16500,350991.0,9.0,online,29.73,4.5
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1958012,2,IslaWingChairInFloralPattern,35199,25199,10000,251990.0,10.0,online,28.41,5.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1984206,1,OpulenceWingChairInVelvetBlueColour,53798,25200,28598,151200.0,6.0,online,53.16,6.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1694788,1,AlvinLHSSofainBlueColour,48799,39999,8800,279993.0,7.0,online,18.03,7.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1958759,1,Merida3SeaterVelvetSofaInSteelGreyColour,56499,39999,16500,399990.0,10.0,online,29.2,10.0
5.0,Q4-20,2 Seater Sofas,Andhra Pradesh,1939698,1,SierraHighBackErgonomicChairWithAutoWeightSensingMechanismInBlackColour,74999,37660,37339,75320.0,2.0,online,49.79,2.0
5.0,Q4-20,2 Seater Sofas,Arunachal Pradesh,1903086,1,AlcaldeWingChairInBlushPinkColour,42299,30499,11800,274491.0,9.0,online,27.9,9.0
5.0,Q4-20,2 Seater Sofas,Arunachal Pradesh,1919751,2,MiracLeatheretteWingChairInLightBrownColour,44099,32299,11800,258392.0,8.0,online,26.76,4.0
5.0,Q4-20,2 Seater Sofas,Assam,2030362,1,Niki6SeaterCornerSofaInCoffeeBrownColour,84477,37899,46578,341091.0,9.0,online,55.14,9.0
5.0,Q4-20,2 Seater Sofas,Assam,1980262,1,OpulenceWingChairWithOttomanInPinkColour,68998,32130,36868,289170.0,9.0,online,53.43,9.0
5.0,Q4-20,2 Seater Sofas,Assam,1919751,1,MiracLeatheretteWingChairInLightBrownColour,44099,32299,11800,193794.0,6.0,online,26.76,6.0
5.0,Q4-20,2 Seater Sofas,Assam,1980263,1,OpulenceWingChairInMultiColour,53798,25200,28598,176400.0,7.0,online,53.16,7.0
5.0,Q4-20,2 Seater Sofas,Assam,1857248,1,ZoeyWingChairinOliveGreenColour,42399,30599,11800,91797.0,3.0,online,27.83,3.0
5.0,Q4-20,2 Seater Sofas,Assam,1757429,1,RogerSheeshamWood3SeaterSofaInProvincialTeakFinish,50299,36699,13600,220194.0,6.0,online,27.04,6.0
5.0,Q4-20,2 Seater Sofas,Assam,1913266,1,ZoeyWingChairinVelvetRedColourwithFootrest,45199,32399,12800,129596.0,4.0,online,28.32,4.0
5.0,Q4-20,2 Seater Sofas,Assam,1903086,1,AlcaldeWingChairInBlushPinkColour,42299,30499,11800,274491.0,9.0,online,27.9,9.0
5.0,Q4-20,2 Seater Sofas,Assam,1745571,1,Alba3SeaterSofaInGarnetRedColour,39999,29099,10900,58198.0,2.0,online,27.25,2.0
5.0,Q4-20,2 Seater Sofas,Assam,1745561,1,Alba3SeaterSofaInDenimBlueColour,39999,29099,10900,232792.0,8.0,online,27.25,8.0
5.0,Q4-20,2 Seater Sofas,Assam,1984206,1,OpulenceWingChairInVelvetBlueColour,53798,25200,28598,100800.0,4.0,online,53.16,4.0
5.0,Q4-20,2 Seater Sofas,Assam,1747315,1,MariaWingChairInMulticolour,41599,29699,11900,267291.0,9.0,online,28.61,9.0
